what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1319648111847
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1319648112071
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1319648112376
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1319648112725
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1319648113040
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1319648113349
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1319648113749
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1319648114089
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1319648114489
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1319648121942
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1319648125881
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.saveAll",1319648139469
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319648139877
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319648142234
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319648153500
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319648190734
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319648273169
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319648274505
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1319648274960
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1319648276143
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1319648276621
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1319648276623
